"length_cm","weight_g","log_length","log_weight"
15.1776838440913,35.8722729755444,1.18120550209454,1.5547588957577
15.6931142508662,57.0923557783622,1.19570913656065,1.75657796349075
16.6424419095014,45.7256022597645,1.22121704972003,1.66015943435337
18.1876569480879,95.9242167269065,1.25977675403552,1.98192826163558
18.9900732001908,102.294170644389,1.27852663879587,2.00985088562703
19.9700022628398,141.463621227257,1.30037811408146,2.15064477108622
21.692977122435,151.958817135124,1.33631915824379,2.18172590429774
24.3015202302509,208.760393729527,1.38563344260892,2.31964810727903
24.4234759679467,243.950934497343,1.38780747313344,2.38730248609355
24.7811644088096,259.674830234329,1.39412170899887,2.41442985636751
25.4444410713109,240.012881117816,1.40559291532676,2.38023455024606
25.6176646139925,261.656625583891,1.40853953557707,2.41773173627841
25.6493122514707,279.845936613439,1.40907572463709,2.44691900529609
26.5296977845401,313.784646501344,1.4237323027055,2.49663168971977
27.0089240153923,299.612750087899,1.43150728305877,2.47656029091994
27.2492317008242,340.617216499554,1.4353542617394,2.53226659559895
27.4474411218662,331.769271171453,1.43850186213932,2.52083615872666
27.5812507783869,341.484312128829,1.44061395704775,2.53337075688321
28.5750359500979,390.4472221311,1.4559867854512,2.59156233735207
28.9201532983592,399.8217851373,1.46120059071292,2.60186645388204
29.0479095330453,415.181212176914,1.46311488333804,2.61823769254631
29.2605837193955,416.80787126019,1.46628298561649,2.61993591185718
29.5316598898946,433.100163060013,1.47028785809823,2.63658834723954
29.5693707734087,419.226972172407,1.47084208297915,2.62244921645852
29.759426298776,422.455588143075,1.47362455464006,2.6257810592308
29.8162308335553,435.405522402981,1.47445274201273,2.63889393305127
30.1284866122014,446.951511619919,1.47897731712052,2.65026041042917
30.6626694120118,471.680555132205,1.48660996070889,2.67364797297487
31.0274888770698,470.028463534788,1.49174662859861,2.67212415832252
32.0410042230575,552.333731974342,1.50570611920052,2.74220156714722
32.3880142454663,549.773362719582,1.51038432162322,2.7401836938484
32.7109209234818,577.825950228176,1.51469277116125,2.76179704216001
32.7464279904081,569.727707703007,1.51516393368167,2.75566734111704
32.8347322953759,559.658100130494,1.51633347979477,2.74792279384031
33.0569293406016,595.294235264097,1.51926250947837,2.77473167693255
33.4923091789117,622.617804314901,1.52494509167502,2.79422153556455
33.6550095417607,626.621868565998,1.52704971802257,2.79700554731526
33.7642558870814,604.168495708493,1.52845718297089,2.78115807529562
33.8623427594225,617.847355820752,1.52971700138936,2.7908811923815
34.3423133316669,643.110075127103,1.53582954630944,2.80828531340462
35.1307021600964,692.725894046103,1.54568683015661,2.84056142183801
35.6732948727817,718.87202591915,1.55234322369167,2.85665158386842
36.3143111176499,772.005153793333,1.56007781001081,2.88762019963176
36.328714842449,768.461430958911,1.56025003461733,2.88562207516425
36.8150159158325,792.525800970719,1.56602499256654,2.8990134097375
37.1814415607269,811.394189217181,1.57032622378263,2.90923189318843
38.1106484774957,908.701474855154,1.5810463386384,2.95842123292864
38.2178223484016,926.134585353612,1.58226593732348,2.96667410269627
39.0274542460368,958.819089739464,1.59137022325263,2.98173667209292
40.0971430061289,1050.28096689481,1.6031134294562,3.02130549530717
40.4869969466576,1073.28251377989,1.60731556491702,3.03071405377044
40.6605452546855,1104.30476723848,1.60917319819561,3.04308894700188
40.7511211473709,1091.82320692173,1.61013956157707,3.03815232108456
41.2088545794688,1127.14413873892,1.61499054326204,3.05197945700105
41.2589059535043,1140.94100865724,1.61551770777054,3.05726319018776
42.0368098860051,1173.47342611976,1.62362975061327,3.0694732592348
42.3653708804776,1215.79506201495,1.62701101271717,3.08486037515303
42.6400184245952,1225.7183899309,1.62981738367561,3.08839070203602
43.1054610893651,1272.49577897945,1.6345322950037,3.10465635040449
44.1329931853846,1379.82342068384,1.64476338314203,3.13982351224953
44.2002119535476,1435.87114005271,1.64542435192908,3.15711546659491
44.6612857147498,1440.31884749361,1.64993122143994,3.15845864374716
44.867546649097,1470.28028038696,1.6519323230234,3.16740013245057
45.8442823128453,1559.15879917685,1.66128517828688,3.19289035001506
46.001906760214,1573.16852397785,1.66277583338325,3.19677524844233
46.9038737625524,1686.85131537914,1.6712087123148,3.22707680413261
47.7232867084643,1782.80961781657,1.67873034594122,3.25110496833168
47.9140190506065,1784.91061438888,1.68046260121286,3.25161647218509
48.9481030503637,1934.17592516333,1.68973586568517,3.28649597329036
49.0760068264397,1922.67141429171,1.69086921819933,3.28390506939019
49.5859092377168,1999.04065366403,1.69535828113306,3.30082162627541
49.8399863291842,1985.43877628179,1.6975779145267,3.29785649954247
49.8960161885881,2007.08200527229,1.69806587194843,3.3025651172357
52.0581652072979,2269.50104434247,1.71648885731167,3.35593038692556
55.8512583611076,2832.15726317329,1.74703296246736,3.45211736506014
56.9145475290904,3002.90131866084,1.75522328755679,3.47754106064879
57.5343045872282,3086.05151298844,1.75992686817714,3.4894031711179
61.3850598899318,3775.18416196376,1.78806268389551,3.57693814234237
65,4478.6491506129,1.81291335664286,3.65114704192205
65,4473.19756858019,1.81291335664286,3.65061808016445
